DATE,AAA,A,AA,BBB,BB,B,CCC
2016-06-28,2.32,2.52,2.14,3.43,5.32,7.65,15.36
2016-06-29,2.34,2.52,2.14,3.42,5.15,7.42,15.06
2016-06-30,2.34,2.53,2.14,3.44,5.15,7.43,15.1
2016-07-01,2.31,2.5,2.11,3.41,5.06,7.31,14.99
2016-07-04,2.31,2.49,2.11,3.41,5.06,7.31,15.0
2016-07-05,2.24,2.42,2.04,3.33,5.03,7.3,15.06
2016-07-06,2.25,2.44,2.06,3.34,5.02,7.29,15.1
2016-07-07,2.24,2.43,2.06,3.33,4.92,7.16,14.96
2016-07-08,2.22,2.41,2.05,3.3,4.79,7.01,14.74
2016-07-11,2.26,2.45,2.08,3.32,4.68,6.82,14.5
2016-07-12,2.31,2.49,2.12,3.35,4.58,6.66,14.26
2016-07-13,2.27,2.45,2.09,3.31,4.66,6.77,14.33
2016-07-14,2.31,2.48,2.12,3.33,4.58,6.67,14.16
2016-07-15,2.35,2.52,2.16,3.37,4.61,6.71,14.17
2016-07-18,2.34,2.51,2.15,3.35,4.61,6.73,14.18
2016-07-19,2.33,2.49,2.13,3.33,4.6,6.72,14.19
2016-07-20,2.35,2.51,2.15,3.34,4.57,6.66,14.21
2016-07-21,2.34,2.49,2.12,3.32,4.56,6.66,14.17
2016-07-22,2.35,2.49,2.13,3.32,4.57,6.66,14.12
2016-07-25,2.35,2.49,2.14,3.33,4.57,6.66,14.18
2016-07-26,2.35,2.49,2.15,3.33,4.62,6.75,14.21
2016-07-27,2.32,2.46,2.11,3.3,4.62,6.77,14.26
2016-07-28,2.32,2.46,2.11,3.3,4.65,6.81,14.25
2016-07-29,2.27,2.41,2.07,3.26,4.68,6.82,14.28
2016-07-31,2.28,2.43,2.08,3.27,4.76,6.86,14.45
2016-08-01,2.32,2.45,2.1,3.29,4.79,6.88,14.44
2016-08-02,2.37,2.48,2.13,3.33,4.84,6.95,14.54
2016-08-03,2.37,2.49,2.13,3.34,4.83,6.92,14.56
2016-08-04,2.33,2.45,2.09,3.29,4.74,6.8,14.39
2016-08-05,2.39,2.51,2.16,3.35,4.67,6.68,14.23
2016-08-08,2.37,2.51,2.16,3.34,4.65,6.64,14.2
2016-08-09,2.34,2.48,2.12,3.3,4.59,6.53,14.07
2016-08-10,2.3,2.44,2.09,3.26,4.58,6.49,14.06
2016-08-11,2.35,2.5,2.15,3.31,4.58,6.52,14.03
2016-08-12,2.31,2.45,2.11,3.26,4.56,6.49,13.99
2016-08-15,2.33,2.47,2.12,3.27,4.5,6.38,13.89
2016-08-16,2.35,2.48,2.14,3.28,4.48,6.34,13.81
2016-08-17,2.33,2.47,2.13,3.27,4.49,6.33,13.83
2016-08-18,2.31,2.44,2.09,3.23,4.47,6.3,13.77
2016-08-19,2.34,2.47,2.13,3.26,4.48,6.3,13.79
2016-08-22,2.32,2.44,2.1,3.23,4.48,6.29,13.8
2016-08-23,2.31,2.44,2.1,3.23,4.46,6.25,13.73
2016-08-24,2.31,2.44,2.11,3.23,4.45,6.25,13.71
2016-08-25,2.33,2.45,2.13,3.25,4.48,6.27,13.7
2016-08-26,2.38,2.51,2.18,3.29,4.46,6.25,13.69
2016-08-29,2.32,2.45,2.13,3.24,4.45,6.26,13.69
2016-08-30,2.32,2.46,2.13,3.24,4.44,6.22,13.58
2016-08-31,2.41,2.47,2.14,3.26,4.51,6.28,13.62
2016-09-01,2.41,2.47,2.14,3.26,4.53,6.32,13.61
2016-09-02,2.43,2.49,2.16,3.28,4.52,6.29,13.6
2016-09-05,2.43,2.49,2.16,3.27,4.52,6.29,13.6
2016-09-06,2.39,2.44,2.1,3.22,4.48,6.22,13.5
2016-09-07,2.4,2.45,2.12,3.22,4.45,6.21,13.44
2016-09-08,2.47,2.51,2.18,3.28,4.46,6.2,13.29
2016-09-09,2.52,2.56,2.22,3.33,4.59,6.36,13.43
2016-09-12,2.52,2.56,2.22,3.34,4.66,6.44,13.51
2016-09-13,2.58,2.61,2.27,3.39,4.72,6.56,13.69
2016-09-14,2.55,2.57,2.23,3.35,4.7,6.52,13.64
2016-09-15,2.55,2.58,2.23,3.35,4.7,6.52,13.61
2016-09-16,2.55,2.59,2.24,3.36,4.72,6.54,13.71
2016-09-19,2.54,2.58,2.24,3.35,4.7,6.5,13.67
2016-09-20,2.53,2.58,2.23,3.34,4.7,6.49,13.65
2016-09-21,2.52,2.57,2.24,3.34,4.66,6.46,13.61
2016-09-22,2.49,2.54,2.21,3.29,4.54,6.29,13.38
2016-09-23,2.47,2.52,2.19,3.28,4.54,6.28,13.37
2016-09-26,2.45,2.5,2.17,3.26,4.56,6.32,13.4
2016-09-27,2.43,2.49,2.15,3.25,4.56,6.34,13.37
2016-09-28,2.44,2.49,2.16,3.26,4.55,6.28,13.3
2016-09-29,2.43,2.49,2.15,3.24,4.51,6.2,13.19
2016-09-30,2.47,2.53,2.21,3.3,4.53,6.27,13.09
2016-10-03,2.48,2.54,2.23,3.31,4.52,6.26,13.06
2016-10-04,2.52,2.59,2.26,3.35,4.5,6.22,12.97
2016-10-05,2.54,2.61,2.29,3.36,4.48,6.18,12.86
2016-10-06,2.55,2.63,2.3,3.37,4.48,6.18,12.8
2016-10-07,2.55,2.62,2.29,3.36,4.48,6.17,12.78
2016-10-10,2.55,2.61,2.29,3.35,4.48,6.17,12.79
2016-10-11,2.56,2.63,2.31,3.37,4.5,6.19,12.74
2016-10-12,2.57,2.64,2.32,3.37,4.51,6.21,12.77
2016-10-13,2.54,2.6,2.28,3.34,4.53,6.25,12.74
2016-10-14,2.58,2.63,2.31,3.37,4.48,6.16,12.61
2016-10-17,2.55,2.61,2.29,3.34,4.49,6.17,12.62
2016-10-18,2.52,2.59,2.27,3.32,4.44,6.1,12.57
2016-10-19,2.52,2.58,2.26,3.31,4.4,6.03,12.42
2016-10-20,2.52,2.58,2.26,3.3,4.38,5.99,12.39
2016-10-21,2.52,2.58,2.26,3.3,4.37,6.01,12.36
2016-10-24,2.55,2.6,2.28,3.32,4.38,5.99,12.36
2016-10-25,2.55,2.6,2.28,3.32,4.38,6.0,12.34
2016-10-26,2.59,2.63,2.32,3.35,4.43,6.11,12.42
2016-10-27,2.63,2.66,2.35,3.39,4.47,6.22,12.5
2016-10-28,2.63,2.66,2.35,3.39,4.52,6.3,12.55
2016-10-31,2.64,2.67,2.34,3.41,4.65,6.46,12.95
2016-11-01,2.63,2.65,2.33,3.41,4.75,6.59,13.11
2016-11-02,2.62,2.65,2.32,3.41,4.81,6.67,13.31
2016-11-03,2.63,2.66,2.33,3.42,4.8,6.66,13.32
2016-11-04,2.61,2.64,2.31,3.41,4.82,6.69,13.39
2016-11-07,2.64,2.66,2.33,3.42,4.69,6.51,13.25
2016-11-08,2.66,2.69,2.36,3.45,4.68,6.56,13.3
2016-11-09,2.82,2.82,2.48,3.59,4.81,6.64,13.39
2016-11-10,2.82,2.85,2.51,3.63,4.91,6.71,13.41
2016-11-11,2.82,2.85,2.51,3.63,4.91,6.71,13.41
2016-11-14,2.9,2.94,2.59,3.73,5.14,6.96,13.6
2016-11-15,2.92,2.95,2.61,3.73,5.04,6.78,13.37
2016-11-16,2.9,2.94,2.6,3.72,5.03,6.78,13.38
2016-11-17,2.95,2.97,2.63,3.76,4.99,6.72,13.28
2016-11-18,2.99,3.03,2.68,3.82,5.04,6.75,13.29
2016-11-21,3.01,3.04,2.7,3.83,5.0,6.71,13.18
2016-11-22,3.0,3.03,2.69,3.82,4.92,6.6,13.05
2016-11-23,3.01,3.07,2.73,3.85,4.92,6.6,13.07
2016-11-24,3.01,3.07,2.73,3.85,4.92,6.6,13.07
2016-11-25,3.02,3.08,2.74,3.86,4.91,6.6,13.05
2016-11-28,2.98,3.03,2.69,3.81,4.89,6.57,13.01
2016-11-29,2.96,3.01,2.68,3.8,4.9,6.57,13.08
2016-11-30,3.05,3.08,2.74,3.85,4.93,6.5,12.69
2016-12-01,3.1,3.13,2.79,3.89,4.95,6.52,12.63
2016-12-02,3.06,3.09,2.74,3.85,4.92,6.48,12.56
2016-12-05,3.06,3.09,2.74,3.84,4.88,6.43,12.41
2016-12-06,3.06,3.09,2.74,3.84,4.84,6.35,12.23
2016-12-07,3.03,3.05,2.71,3.79,4.75,6.22,12.03
2016-12-08,3.06,3.08,2.73,3.81,4.72,6.21,12.04
2016-12-09,3.12,3.12,2.77,3.86,4.69,6.16,11.99
2016-12-12,3.12,3.13,2.78,3.86,4.67,6.14,11.89
2016-12-13,3.12,3.13,2.79,3.86,4.64,6.1,11.85
2016-12-14,3.15,3.17,2.84,3.89,4.65,6.07,11.77
2016-12-15,3.18,3.22,2.88,3.93,4.77,6.21,11.93
2016-12-16,3.2,3.22,2.88,3.94,4.79,6.23,11.9
2016-12-19,3.15,3.18,2.84,3.89,4.76,6.2,11.92
2016-12-20,3.16,3.19,2.85,3.9,4.76,6.18,11.87
2016-12-21,3.14,3.17,2.83,3.88,4.73,6.16,11.8
2016-12-22,3.14,3.17,2.83,3.88,4.72,6.13,11.77
2016-12-23,3.13,3.17,2.83,3.87,4.7,6.12,11.76
2016-12-27,3.15,3.18,2.85,3.89,4.68,6.09,11.73
2016-12-28,3.1,3.14,2.8,3.84,4.67,6.08,11.71
2016-12-29,3.07,3.11,2.77,3.81,4.66,6.08,11.69
2016-12-30,3.04,3.08,2.74,3.78,4.66,6.06,11.65
2016-12-31,3.05,3.11,2.76,3.8,4.72,6.09,11.49
2017-01-03,3.05,3.11,2.77,3.8,4.66,6.0,11.4
2017-01-04,3.05,3.11,2.77,3.8,4.58,5.89,11.24
2017-01-05,2.98,3.04,2.7,3.73,4.54,5.84,11.09
2017-01-06,3.03,3.09,2.74,3.77,4.54,5.83,11.02
2017-01-09,3.0,3.06,2.71,3.74,4.54,5.84,11.04
2017-01-10,3.0,3.06,2.72,3.74,4.51,5.85,10.94
2017-01-11,2.99,3.05,2.71,3.73,4.54,5.86,10.97
2017-01-12,2.99,3.04,2.7,3.72,4.54,5.88,11.01
2017-01-13,3.01,3.06,2.71,3.73,4.54,5.84,10.97
2017-01-16,3.0,3.05,2.71,3.73,4.53,5.81,10.93
2017-01-17,2.96,3.01,2.67,3.68,4.53,5.81,10.94
2017-01-18,3.01,3.06,2.72,3.73,4.55,5.82,10.94
2017-01-19,3.06,3.11,2.77,3.78,4.58,5.88,10.94
2017-01-20,3.06,3.1,2.75,3.77,4.62,5.9,10.92
2017-01-23,3.0,3.05,2.7,3.71,4.61,5.93,10.94
2017-01-24,3.07,3.1,2.75,3.76,4.6,5.9,10.92
2017-01-25,3.1,3.13,2.78,3.8,4.56,5.86,10.84
2017-01-26,3.08,3.11,2.76,3.77,4.55,5.81,10.81
2017-01-27,3.06,3.09,2.74,3.75,4.55,5.79,10.75
2017-01-30,3.1,3.09,2.74,3.75,4.57,5.84,10.75
2017-01-31,3.1,3.1,2.75,3.76,4.64,5.88,10.6
2017-02-01,3.11,3.12,2.77,3.78,4.61,5.86,10.54
2017-02-02,3.09,3.11,2.76,3.77,4.58,5.83,10.49
2017-02-03,3.1,3.12,2.77,3.77,4.53,5.78,10.39
2017-02-06,3.04,3.05,2.71,3.71,4.51,5.76,10.37
2017-02-07,3.02,3.04,2.7,3.7,4.52,5.76,10.35
2017-02-08,2.99,3.02,2.67,3.68,4.53,5.79,10.4
2017-02-09,3.03,3.06,2.71,3.71,4.52,5.81,10.38
2017-02-10,3.03,3.07,2.72,3.72,4.52,5.8,10.34
2017-02-13,3.04,3.08,2.73,3.73,4.51,5.78,10.28
2017-02-14,3.07,3.1,2.76,3.75,4.5,5.75,10.22
2017-02-15,3.09,3.12,2.78,3.76,4.51,5.76,10.15
2017-02-16,3.04,3.08,2.73,3.71,4.53,5.76,10.11
2017-02-17,3.02,3.06,2.71,3.69,4.53,5.77,10.11
2017-02-20,3.02,3.05,2.71,3.69,4.52,5.77,10.12
2017-02-21,3.03,3.06,2.71,3.69,4.5,5.7,10.04
2017-02-22,3.02,3.05,2.71,3.68,4.48,5.66,9.97
2017-02-23,3.0,3.02,2.68,3.65,4.45,5.63,9.88
2017-02-24,2.94,2.96,2.62,3.59,4.45,5.62,9.89
2017-02-27,2.98,3.0,2.66,3.63,4.45,5.6,9.77
2017-02-28,3.03,3.02,2.68,3.66,4.47,5.6,9.83
2017-03-01,3.11,3.1,2.76,3.74,4.42,5.53,9.69
2017-03-02,3.12,3.12,2.78,3.75,4.43,5.54,9.75
2017-03-03,3.11,3.11,2.77,3.74,4.47,5.58,9.78
2017-03-06,3.12,3.11,2.77,3.74,4.52,5.65,9.84
2017-03-07,3.15,3.14,2.8,3.77,4.6,5.75,9.95
2017-03-08,3.19,3.18,2.84,3.82,4.69,5.86,9.99
2017-03-09,3.23,3.23,2.88,3.87,4.8,6.0,10.18
2017-03-10,3.22,3.21,2.87,3.86,4.8,5.97,10.18
2017-03-13,3.25,3.23,2.89,3.88,4.86,6.03,10.31
2017-03-14,3.25,3.23,2.89,3.88,4.93,6.14,10.48
2017-03-15,3.17,3.16,2.81,3.8,4.82,6.01,10.33
2017-03-16,3.18,3.16,2.82,3.8,4.71,5.87,10.21
2017-03-17,3.16,3.14,2.81,3.79,4.72,5.87,10.26
2017-03-20,3.14,3.12,2.78,3.76,4.73,5.91,10.35
2017-03-21,3.11,3.09,2.75,3.73,4.77,5.96,10.38
2017-03-22,3.08,3.07,2.73,3.71,4.83,6.04,10.54
2017-03-23,3.09,3.07,2.73,3.72,4.8,6.0,10.5
2017-03-24,3.07,3.06,2.72,3.7,4.75,5.96,10.41
2017-03-27,3.06,3.05,2.71,3.69,4.78,6.0,10.47
2017-03-28,3.08,3.08,2.74,3.71,4.72,5.91,10.42
2017-03-29,3.06,3.06,2.72,3.69,4.64,5.8,10.29
2017-03-30,3.08,3.07,2.73,3.71,4.58,5.72,10.19
2017-03-31,3.07,3.08,2.74,3.73,4.55,5.88,10.37
2017-04-03,3.03,3.04,2.7,3.69,4.54,5.89,10.38
2017-04-04,3.04,3.05,2.71,3.7,4.54,5.9,10.4
2017-04-05,3.04,3.05,2.71,3.7,4.49,5.8,10.33
2017-04-06,3.03,3.04,2.7,3.69,4.49,5.82,10.33
2017-04-07,3.05,3.07,2.73,3.71,4.47,5.79,10.31
2017-04-10,3.04,3.06,2.72,3.7,4.46,5.78,10.28
2017-04-11,2.99,3.01,2.67,3.65,4.46,5.81,10.31
2017-04-12,2.99,3.01,2.67,3.65,4.48,5.83,10.36
2017-04-13,2.94,2.96,2.62,3.6,4.48,5.85,10.35
2017-04-17,2.96,2.97,2.63,3.61,4.47,5.84,10.26
2017-04-18,2.9,2.92,2.58,3.56,4.47,5.84,10.33
2017-04-19,2.91,2.93,2.6,3.57,4.44,5.79,10.31
2017-04-20,2.94,2.96,2.62,3.6,4.43,5.79,10.36
2017-04-21,2.94,2.96,2.62,3.59,4.41,5.77,10.34
2017-04-24,2.97,2.98,2.65,3.62,4.36,5.68,10.25
2017-04-25,3.01,3.02,2.68,3.65,4.32,5.64,10.21
2017-04-26,3.0,3.01,2.67,3.64,4.29,5.63,10.15
2017-04-27,2.99,2.99,2.65,3.62,4.29,5.61,10.23
2017-04-28,2.98,2.99,2.65,3.61,4.27,5.58,10.16
2017-04-30,2.99,3.01,2.68,3.63,4.31,5.65,10.3
2017-05-01,3.03,3.04,2.71,3.66,4.31,5.67,10.31
2017-05-02,2.99,3.01,2.68,3.62,4.3,5.68,10.17
2017-05-03,2.99,3.02,2.69,3.63,4.29,5.68,10.15
2017-05-04,3.03,3.05,2.72,3.67,4.35,5.77,10.24
2017-05-05,3.02,3.05,2.72,3.66,4.38,5.8,10.23
2017-05-08,3.04,3.06,2.74,3.67,4.37,5.77,10.25
2017-05-09,3.06,3.08,2.75,3.69,4.35,5.74,10.19
2017-05-10,3.06,3.08,2.75,3.69,4.34,5.72,10.14
2017-05-11,3.05,3.07,2.74,3.67,4.34,5.72,10.1
2017-05-12,2.99,3.01,2.68,3.61,4.33,5.71,10.07
2017-05-15,2.99,3.01,2.68,3.6,4.29,5.64,9.97
2017-05-16,2.98,2.99,2.67,3.59,4.27,5.63,9.97
2017-05-17,2.9,2.92,2.59,3.51,4.28,5.66,10.06
2017-05-18,2.92,2.94,2.61,3.53,4.3,5.7,10.11
2017-05-19,2.93,2.94,2.62,3.54,4.26,5.62,10.04
2017-05-22,2.93,2.94,2.63,3.54,4.23,5.57,9.94
2017-05-23,2.96,2.97,2.65,3.56,4.21,5.55,9.86
2017-05-24,2.95,2.96,2.64,3.55,4.2,5.53,9.86
2017-05-25,2.94,2.95,2.63,3.54,4.19,5.5,9.85
2017-05-26,2.93,2.94,2.63,3.53,4.2,5.53,9.81
2017-05-29,2.93,2.94,2.63,3.53,4.19,5.52,9.81
2017-05-30,2.9,2.91,2.6,3.5,4.17,5.48,9.81
2017-05-31,2.9,2.92,2.63,3.53,4.22,5.53,10.03
2017-06-01,2.91,2.93,2.65,3.54,4.19,5.51,9.98
2017-06-02,2.87,2.89,2.61,3.5,4.14,5.46,9.95
2017-06-05,2.88,2.91,2.63,3.51,4.14,5.47,9.94
2017-06-06,2.86,2.89,2.6,3.48,4.15,5.49,9.96
2017-06-07,2.88,2.91,2.63,3.51,4.16,5.53,10.05
2017-06-08,2.9,2.92,2.64,3.52,4.19,5.61,10.08
2017-06-09,2.9,2.93,2.65,3.52,4.17,5.59,10.07
2017-06-12,2.91,2.94,2.66,3.53,4.16,5.58,10.04
2017-06-13,2.91,2.94,2.66,3.53,4.13,5.54,10.03
2017-06-14,2.84,2.88,2.6,3.46,4.1,5.51,9.95
2017-06-15,2.87,2.9,2.63,3.49,4.13,5.57,10.02
2017-06-16,2.86,2.89,2.61,3.48,4.14,5.6,10.13
2017-06-19,2.87,2.91,2.64,3.5,4.13,5.59,10.0
2017-06-20,2.84,2.88,2.61,3.47,4.16,5.63,10.16
2017-06-21,2.83,2.88,2.61,3.48,4.2,5.73,10.3
2017-06-22,2.83,2.88,2.61,3.48,4.23,5.74,10.29
2017-06-23,2.82,2.87,2.6,3.47,4.21,5.72,10.27
2017-06-26,2.81,2.86,2.59,3.46,4.18,5.7,10.23
2017-06-27,2.85,2.9,2.63,3.5,4.19,5.68,10.2
2017-06-28,2.86,2.9,2.63,3.5,4.19,5.68,10.17
2017-06-29,2.89,2.92,2.65,3.53,4.22,5.71,10.14
2017-06-30,2.91,2.96,2.69,3.57,4.29,5.73,10.56
2017-07-03,2.95,2.99,2.72,3.6,4.28,5.72,10.55
2017-07-04,2.95,2.99,2.72,3.6,4.28,5.72,10.55
2017-07-05,2.93,2.98,2.71,3.59,4.29,5.71,10.57
2017-07-06,2.95,3.0,2.72,3.61,4.34,5.78,10.67
2017-07-07,2.96,3.01,2.73,3.62,4.4,5.86,10.75
2017-07-10,2.94,2.98,2.71,3.59,4.38,5.85,10.71
2017-07-11,2.93,2.97,2.7,3.58,4.38,5.86,10.68
2017-07-12,2.89,2.93,2.66,3.54,4.32,5.77,10.6
2017-07-13,2.91,2.95,2.67,3.56,4.3,5.74,10.54
2017-07-14,2.88,2.92,2.65,3.53,4.26,5.65,10.45
2017-07-17,2.87,2.91,2.64,3.51,4.22,5.6,10.37
2017-07-18,2.83,2.88,2.61,3.47,4.19,5.58,10.33
2017-07-19,2.84,2.88,2.61,3.47,4.16,5.52,10.23
2017-07-20,2.84,2.87,2.61,3.46,4.14,5.47,10.14
2017-07-21,2.81,2.85,2.58,3.43,4.15,5.46,10.2
2017-07-24,2.84,2.86,2.6,3.45,4.15,5.5,10.18
2017-07-25,2.9,2.91,2.65,3.5,4.14,5.48,10.12
2017-07-26,2.86,2.87,2.61,3.45,4.11,5.43,10.07
2017-07-27,2.88,2.89,2.62,3.47,4.12,5.42,10.15
2017-07-28,2.86,2.87,2.6,3.45,4.12,5.45,10.18
2017-07-31,2.88,2.89,2.62,3.48,4.14,5.47,10.2
2017-08-01,2.84,2.85,2.59,3.45,4.11,5.45,10.1
2017-08-02,2.86,2.86,2.6,3.46,4.11,5.44,10.15
2017-08-03,2.83,2.84,2.58,3.44,4.12,5.44,10.21
2017-08-04,2.87,2.87,2.61,3.47,4.14,5.47,10.22
2017-08-07,2.85,2.86,2.61,3.47,4.14,5.46,10.26
2017-08-08,2.88,2.89,2.63,3.49,4.16,5.49,10.25
2017-08-09,2.86,2.87,2.6,3.48,4.27,5.64,10.44
2017-08-10,2.85,2.86,2.6,3.48,4.35,5.73,10.54
2017-08-11,2.84,2.85,2.59,3.48,4.37,5.8,10.61
2017-08-14,2.86,2.87,2.6,3.49,4.31,5.7,10.49
2017-08-15,2.89,2.9,2.64,3.52,4.33,5.72,10.52
2017-08-16,2.85,2.86,2.6,3.48,4.31,5.69,10.53
2017-08-17,2.83,2.84,2.58,3.47,4.32,5.73,10.58
2017-08-18,2.83,2.85,2.58,3.47,4.35,5.78,10.69
2017-08-21,2.82,2.83,2.57,3.46,4.34,5.8,10.68
2017-08-22,2.84,2.86,2.6,3.48,4.31,5.76,10.63
2017-08-23,2.81,2.83,2.56,3.45,4.29,5.75,10.67
2017-08-24,2.83,2.85,2.58,3.47,4.27,5.72,10.64
2017-08-25,2.81,2.83,2.57,3.45,4.24,5.69,10.62
2017-08-28,2.8,2.82,2.56,3.44,4.22,5.65,10.62
2017-08-29,2.79,2.81,2.55,3.43,4.19,5.66,10.65
2017-08-30,2.8,2.82,2.56,3.44,4.17,5.63,10.58
2017-08-31,2.79,2.82,2.55,3.44,4.17,5.59,10.62
2017-09-01,2.82,2.85,2.58,3.46,4.17,5.62,10.58
2017-09-04,2.82,2.85,2.58,3.46,4.16,5.61,10.58
2017-09-05,2.75,2.78,2.51,3.39,4.17,5.63,10.61
2017-09-06,2.79,2.81,2.54,3.43,4.13,5.59,10.56
2017-09-07,2.76,2.78,2.51,3.39,4.13,5.58,10.56
2017-09-08,2.77,2.78,2.51,3.4,4.16,5.62,10.64
2017-09-11,2.82,2.83,2.56,3.45,4.14,5.62,10.6
2017-09-12,2.85,2.86,2.59,3.47,4.15,5.62,10.58
2017-09-13,2.86,2.88,2.61,3.48,4.15,5.59,10.55
2017-09-14,2.85,2.88,2.61,3.47,4.14,5.57,10.44
2017-09-15,2.85,2.88,2.61,3.47,4.15,5.57,10.42
2017-09-18,2.87,2.89,2.63,3.48,4.09,5.56,10.39
2017-09-19,2.87,2.9,2.63,3.48,4.09,5.54,10.37
2017-09-20,2.88,2.92,2.66,3.5,4.08,5.53,10.33
2017-09-21,2.88,2.92,2.66,3.5,4.1,5.54,10.36
2017-09-22,2.86,2.91,2.64,3.49,4.1,5.55,10.38
2017-09-25,2.83,2.87,2.61,3.46,4.09,5.53,10.36
2017-09-26,2.83,2.88,2.61,3.46,4.06,5.5,10.32
2017-09-27,2.89,2.93,2.66,3.51,4.08,5.52,10.3
2017-09-28,2.86,2.91,2.64,3.49,4.07,5.49,10.29
2017-09-29,2.87,2.92,2.65,3.49,4.05,5.5,10.28
2017-09-30,2.87,2.93,2.67,3.51,4.12,5.54,10.34
2017-10-02,2.87,2.93,2.67,3.51,4.12,5.53,10.36
2017-10-03,2.85,2.91,2.65,3.49,4.11,5.53,10.37
2017-10-04,2.85,2.91,2.65,3.49,4.1,5.52,10.35
2017-10-05,2.87,2.93,2.67,3.5,4.12,5.52,10.3
2017-10-06,2.88,2.94,2.68,3.51,4.13,5.52,10.37
2017-10-09,2.88,2.94,2.68,3.51,4.12,5.51,10.38
2017-10-10,2.86,2.91,2.66,3.49,4.12,5.5,10.36
2017-10-11,2.86,2.91,2.66,3.49,4.12,5.5,10.39
2017-10-12,2.85,2.9,2.65,3.48,4.14,5.54,10.41
2017-10-13,2.82,2.87,2.62,3.45,4.16,5.51,10.42
2017-10-16,2.85,2.9,2.65,3.47,4.14,5.49,10.29
2017-10-17,2.84,2.89,2.64,3.47,4.12,5.46,10.25
2017-10-18,2.86,2.92,2.67,3.49,4.1,5.45,10.27
2017-10-19,2.85,2.91,2.65,3.48,4.11,5.44,10.27
2017-10-20,2.89,2.94,2.69,3.52,4.09,5.44,10.26
2017-10-23,2.88,2.93,2.68,3.5,4.07,5.39,10.18
2017-10-24,2.89,2.95,2.69,3.51,4.08,5.39,10.2
2017-10-25,2.93,2.97,2.72,3.54,4.14,5.44,10.32
2017-10-26,2.93,2.98,2.73,3.55,4.13,5.46,10.33
2017-10-27,2.91,2.96,2.71,3.53,4.15,5.44,10.41
2017-10-30,2.87,2.91,2.67,3.49,4.13,5.43,10.4
2017-10-31,2.89,2.94,2.68,3.51,4.15,5.49,10.53
2017-11-01,2.9,2.95,2.69,3.52,4.14,5.47,10.53
2017-11-02,2.87,2.93,2.67,3.51,4.14,5.5,10.59
2017-11-03,2.87,2.94,2.68,3.51,4.14,5.49,10.57
2017-11-06,2.86,2.92,2.66,3.5,4.16,5.52,10.56
2017-11-07,2.87,2.93,2.67,3.5,4.17,5.54,10.57
2017-11-08,2.9,2.95,2.69,3.52,4.26,5.67,10.74
2017-11-09,2.92,2.96,2.7,3.54,4.36,5.83,10.85
2017-11-10,2.99,3.02,2.76,3.6,4.38,5.87,10.82
2017-11-13,2.98,3.02,2.76,3.61,4.39,5.9,10.82
2017-11-14,2.97,3.01,2.76,3.6,4.44,5.97,10.91
2017-11-15,2.94,2.99,2.74,3.59,4.52,6.06,11.09
2017-11-16,2.96,3.01,2.76,3.6,4.39,5.88,10.92
2017-11-17,2.95,3.01,2.76,3.59,4.37,5.85,10.86
2017-11-20,2.96,3.02,2.77,3.61,4.33,5.82,10.87
2017-11-21,2.94,3.02,2.77,3.6,4.3,5.79,10.82
2017-11-22,2.89,2.98,2.73,3.56,4.29,5.76,10.82
2017-11-23,2.89,2.98,2.73,3.56,4.29,5.76,10.82
2017-11-24,2.9,3.0,2.75,3.57,4.29,5.75,10.82
2017-11-27,2.9,2.98,2.73,3.55,4.26,5.72,10.79
2017-11-28,2.91,2.99,2.74,3.56,4.28,5.75,10.82
2017-11-29,2.94,3.01,2.77,3.59,4.28,5.73,10.78
2017-11-30,2.99,3.06,2.78,3.62,4.28,5.84,10.81
2017-12-01,2.94,3.02,2.74,3.58,4.29,5.83,10.76
2017-12-04,2.95,3.03,2.77,3.6,4.27,5.81,10.67
2017-12-05,2.93,3.02,2.76,3.58,4.27,5.8,10.65
2017-12-06,2.92,3.0,2.74,3.56,4.3,5.82,10.7
2017-12-07,2.96,3.03,2.76,3.59,4.31,5.85,10.75
2017-12-08,2.96,3.03,2.76,3.59,4.32,5.86,10.72
2017-12-11,2.96,3.03,2.77,3.6,4.31,5.83,10.72
2017-12-12,2.97,3.04,2.78,3.6,4.3,5.82,10.7
2017-12-13,2.91,2.99,2.73,3.56,4.31,5.82,10.7
2017-12-14,2.91,2.99,2.73,3.55,4.32,5.82,10.64
2017-12-15,2.91,3.0,2.74,3.56,4.33,5.85,10.69
2017-12-18,2.94,3.02,2.76,3.58,4.35,5.86,10.73
2017-12-19,2.99,3.07,2.81,3.63,4.36,5.88,10.73
2017-12-20,3.03,3.1,2.83,3.65,4.37,5.9,10.71
2017-12-21,3.0,3.09,2.82,3.64,4.37,5.88,10.65
2017-12-22,3.01,3.09,2.83,3.64,4.36,5.88,10.65
2017-12-26,2.99,3.08,2.82,3.63,4.36,5.88,10.66
2017-12-27,2.94,3.03,2.77,3.58,4.34,5.84,10.63
2017-12-28,2.95,3.04,2.79,3.59,4.33,5.82,10.63
2017-12-29,2.93,3.03,2.77,3.58,4.33,5.82,10.64
2017-12-31,2.95,3.04,2.78,3.59,4.42,5.9,10.53
2018-01-02,3.01,3.08,2.82,3.63,4.39,5.87,10.46
2018-01-03,3.0,3.07,2.82,3.62,4.35,5.76,10.32
2018-01-04,3.01,3.08,2.83,3.63,4.31,5.7,10.16
2018-01-05,3.02,3.1,2.84,3.64,4.29,5.68,10.1
